Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"PH de Almeida Rodrigues, M Cavalcanti, F Souza","sociais e na democracia brasileira.",,"","","","",910,"2022-11-14 12:38:01","CITATION","","","",,,,,0,0.00,0,3,,"","https://www.clacso.org.ar/concursos_convocatorias/Estudios_resultados_clacso_oxfam/Informe_Brasil2_vf.pdf","https://scholar.google.com/scholar?q=related:nG0w6aLPcKEJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"PHC DE OLIVEIRA","DIREITOS POLÍTICO-ELEITORAIS DAS MULHERES",,"cesupa.br","","https://www.cesupa.br/MestradoDireito/dissertacoes/2019/Disserta%C3%A7%C3%A3o%20-%20Pedro%20Oliveira.pdf","",624,"2022-11-14 12:38:01","PDF","","","",,,,,0,0.00,0,1,,"… Financiamento de campanha de … eleições. Assim, cada nação tem a competência de escolher, por exemplo, seu modelo de financiamento de campanhas eleitorais e o sistema eleitoral …","https://www.cesupa.br/MestradoDireito/dissertacoes/2019/Disserta%C3%A7%C3%A3o%20-%20Pedro%20Oliveira.pdf","https://scholar.google.com/scholar?q=related:IWGlzPVvpEAJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
1,"PHN Parente","Conexão política, incentivos e gerenciamento de percepções no Brasil",2019,"","repositorio.ufpb.br","https://repositorio.ufpb.br/jspui/handle/123456789/19594","https://scholar.google.com/scholar?cites=7957285357598227808&as_sdt=2005&sciodt=2007&hl=en",884,"2022-11-14 12:38:01","","","","",,,,,1,0.33,1,1,3,"… , os resultados sugerem que a conexão política gera impacto … da variável de conexão política via doação de campanha ......… reduzam as receitas, a fim de diminuir os custos políticos, …","https://repositorio.ufpb.br/jspui/bitstream/123456789/19594/1/PauloHenriqueNobreParente_Tese.pdf","https://scholar.google.com/scholar?q=related:YD0PjN_0bW4J:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
2,"PHN Parente, AFM Nascimento, ...","Conexão política como incentivo para o gerenciamento de resultados por accruals",2020,"REUNIR Revista de …","reunir.revistas.ufcg.edu.br","http://reunir.revistas.ufcg.edu.br/index.php/uacc/article/view/1002","https://scholar.google.com/scholar?cites=10798138804460707372&as_sdt=2005&sciodt=2007&hl=en",455,"2022-11-14 12:38:01","","","","",,,,,2,1.00,1,3,2,"… , merecendo destaque as empresas do setor de consumo não cíclico, as quais obtiveram … campanha do CEO somente estavam disponíveis nos períodos relativos aos pleitos eleitorais …","https://reunir.revistas.ufcg.edu.br/index.php/uacc/article/download/1002/556","https://scholar.google.com/scholar?q=related:LN49Gwiy2pUJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"PHS VIÉGAS","Prestação de contas de campanha eleitoral: análise das hipóteses e consequências jurídicas dos julgamentos pela desaprovação e não prestação das contas.",2017,"","monografias.ufma.br","https://www.monografias.ufma.br/jspui/handle/123456789/1840","",309,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,5,"… os resultados e realizados os segundos turnos das eleições … eleitoral está o limite de gastos com campanhas eleitorais, … contábil oficial em que receitas e despesas devem ser lançadas…","https://www.monografias.ufma.br/jspui/bitstream/123456789/1840/1/PedroHenriqueSerrao.pdf","https://scholar.google.com/scholar?q=related:d-vge0PHR3gJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"PJA Violato","Financiamento empresarial de campanhas eleitorais: implicações para a república, a democracia ea igualdade",2014,"","bdm.unb.br","https://bdm.unb.br/handle/10483/9868","",156,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,8,"… fonte de receitas para as campanhas eleitorais na atualidade… cada ano eleitoral o limite dos gastos de campanha para os … de influenciar nos resultados das eleições e, assim, melhor …","https://bdm.unb.br/bitstream/10483/9868/1/2014_PauloJoseDeAlbuquerqueViolato.pdf","https://scholar.google.com/scholar?q=related:nYTCTe7mI1IJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
5,"PJF Ribeiro","Algumas notas sobre as eleições brasileiras de 2006: disputa presidencial e reafirmação da força eleitoral do PT",2008,"Os processos eleitorais na América Latina (2005-2006) …","","","https://scholar.google.com/scholar?cites=5211196438458768928&as_sdt=2005&sciodt=2007&hl=en",388,"2022-11-14 12:38:01","CITATION","","","",,,,,5,0.36,5,1,14,"","","https://scholar.google.com/scholar?q=related:IJ4d-YzjUUgJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
36,"PM Leite","A outra história da Lava-Jato",2016,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=fN-TEAAAQBAJ&oi=fnd&pg=PA13&dq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&ots=_r4CIySo_U&sig=ZwROm_vPgR0YsP0kwgWIsFEWmh8","https://scholar.google.com/scholar?cites=10473339676284109735&as_sdt=2005&sciodt=2007&hl=en",803,"2022-11-14 12:38:01","BOOK","","","",,,,,36,6.00,36,1,6,"… quanto tem se aproveitado dos resultados da profissão bem -… reavivar o financiamento de campanha por empresas … os pagamentos eram declarados à Receita. Isso permitia sustentar …","","https://scholar.google.com/scholar?q=related:p0PrCPLGWJEJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
34,"PM Leite","A outra história do mensalão",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=6clgAtjGIbMC&oi=fnd&pg=PT41&dq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&ots=1GTfXNTk8w&sig=LE1mJ1HzLfQS_M7SBAg-B9POzwo","https://scholar.google.com/scholar?cites=16484198014203481161&as_sdt=2005&sciodt=2007&hl=en",943,"2022-11-14 12:38:01","BOOK","","","",,,,,34,3.78,34,1,9,"… total que, comprovadamente, foi gasto em campanhas do Visanet; e … esquemas de financiamento de campanhas eleitorais. … Soares era financiamento da campanha eleitoral de …","","https://scholar.google.com/scholar?q=related:SUzMw8Giw-QJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"PM Marques","Estudo sobre competição política e performance econômica: evidências dos estados brasileiros",2011,"","repositorio.unb.br","https://repositorio.unb.br/handle/10482/12791","",627,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,11,"… de política fosse eficiente, os políticos e os eleitores afetados … necessidades de financiamento de campanha dos políticos. A … Os resultados desse trabalho demonstraram que a variável …","https://repositorio.unb.br/bitstream/10482/12791/1/2011_PauloMoreiraMarques.pdf","https://scholar.google.com/scholar?q=related:zpLMrFhrj9QJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
7,"PM d'Avila Filho, PCG Lima, VL Jorge","Indicação e intermediação de interesses: uma análise da conexão eleitoral na cidade do Rio de Janeiro, 2001-2004",2014,"… de Sociologia e Política","SciELO Brasil","https://www.scielo.br/j/rsocp/a/Fwb4fqz4CYM7Vwc8qt9gwpN/abstract/?lang=pt","https://scholar.google.com/scholar?cites=12636583793034875831&as_sdt=2005&sciodt=2007&hl=en",773,"2022-11-14 12:38:01","","","","",,,,,7,0.88,2,3,8,"… , que permite participar nas receitas estaduais e federais e insere … dimensão, procedimentos e resultados da função legislativa. … e financiamento da campanha nas eleições seguintes. . …","https://www.scielo.br/j/rsocp/a/Fwb4fqz4CYM7Vwc8qt9gwpN/?format=html&lang=pt","https://scholar.google.com/scholar?q=related:t1NNHgIqXq8J:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
3,"PMS Monteiro","A Reorganização Administrativa do Território das Freguesias 2013 enquanto determinante de voto: estudo caso do Concelho de Braga e Guimarães",2015,"","repositorium.sdum.uminho.pt","https://repositorium.sdum.uminho.pt/handle/1822/39784","https://scholar.google.com/scholar?cites=15695155684906356167&as_sdt=2005&sciodt=2007&hl=en",896,"2022-11-14 12:38:01","","","","",,,,,3,0.43,3,1,7,"… foi um fator determinante nos resultados eleitorais e, numa … têm seus padrões de despesas e receitas mais ou menos fixados. … no decorrer de uma campanha eleitoral. Concluíram, com …","https://repositorium.sdum.uminho.pt/bitstream/1822/39784/1/Pedro%20Miguel%20Silva%20Monteiro.pdf","https://scholar.google.com/scholar?q=related:x81LXfBk0NkJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"PNO BRASIL","A CONTINUIDADE DAS POLÍTICAS PÚBLICAS DE COMBATE À POBREZA NO BRASIL: UMA ANÁLISE PÓS-REDEMOCRATIZAÇÃO",,"estado","researchgate.net","https://www.researchgate.net/profile/Carlos-Santana-4/publication/324818026_Estado_Burocracia_e_Controle_Democratico/links/5ae3d635458515760abe79ce/Estado-Burocracia-e-Controle-Democratico.pdf#page=237","",955,"2022-11-14 12:38:01","PDF","","","",,,,,0,0.00,0,1,,"… regime e nos resultados das primeiras eleições pelos seguintes … houve fortes oscilações nos gastos sociais. No governo Collor … lançaram esta campanha através do financiamento de …","https://www.researchgate.net/profile/Carlos-Santana-4/publication/324818026_Estado_Burocracia_e_Controle_Democratico/links/5ae3d635458515760abe79ce/Estado-Burocracia-e-Controle-Democratico.pdf#page=237","https://scholar.google.com/scholar?q=related:Rl6ZNkxGKboJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
4,"PP Pinheiro","Para entender o fenômeno Carter: governo, partido e movimentos sociais num contexto de crise.",2013,"","historia.uff.br","https://www.historia.uff.br/academico/media/aluno/1691/projeto/Dissert-pedro-portocarrero-pinheiro.pdf","https://scholar.google.com/scholar?cites=15142703472810335004&as_sdt=2005&sciodt=2007&hl=en",911,"2022-11-14 12:38:01","PDF","","","",,,,,4,0.44,4,1,9,"… nas campanhas eleitorais para os comitês de campanha dos … da crítica do aumento de gastos com defesa e a participação … com a mesma receita de uma campanha grassroots, com …","https://www.historia.uff.br/academico/media/aluno/1691/projeto/Dissert-pedro-portocarrero-pinheiro.pdf","https://scholar.google.com/scholar?q=related:HBvvO5SwJdIJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
202,"PPZ Bastos","Ascensão e crise do governo Dilma Rousseff eo golpe de 2016: poder estrutural, contradição e ideologia",2017,"Revista de Economia Contemporânea","SciELO Brasil","https://www.scielo.br/j/rec/a/Q64JZq7tHnKDsYGVRrYS4mD/","https://scholar.google.com/scholar?cites=3972531701253322178&as_sdt=2005&sciodt=2007&hl=en",488,"2022-11-14 12:38:01","HTML","","","",,,,,202,40.40,202,1,5,"… , em sua base eleitoral, acreditaram em suas críticas de campanha à … Na terceira, a política econômica e seus resultados no … da austeridade em recuperar as receitas do setor privado …","https://www.scielo.br/j/rec/a/Q64JZq7tHnKDsYGVRrYS4mD/","https://scholar.google.com/scholar?q=related:wrUu8IhEITcJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
280,"PPZ Bastos","A economia política do novo-desenvolvimentismo e do social desenvolvimentismo",2012,"Economia e sociedade","SciELO Brasil","https://www.scielo.br/j/ecos/a/4RDKgrpJftSs5mpfRcdtrdt/abstract/?lang=pt","https://scholar.google.com/scholar?cites=10569286452268181792&as_sdt=2005&sciodt=2007&hl=en",808,"2022-11-14 12:38:01","","","","",,,,,280,28.00,280,1,10,"… como a diferença entre a receita do governo em todos os … de governo de Lula na campanha presidencial de 2002 18 (18 ) … Diante dessa base e depois de duas derrotas eleitorais para …","https://www.scielo.br/j/ecos/a/4RDKgrpJftSs5mpfRcdtrdt/?lang=pt&format=html","https://scholar.google.com/scholar?q=related:ICnLpAemrZIJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
1,"PR Almeida","Dois anos de 'Carta ao Povo Brasileiro'",2004,"Revista Espaço Acadêmico","periodicos.uem.br","https://periodicos.uem.br/ojs/index.php/EspacoAcademico/article/view/54217","https://scholar.google.com/scholar?cites=8907171086639330751&as_sdt=2005&sciodt=2007&hl=en",849,"2022-11-14 12:38:01","","","","",,,,,1,0.06,1,1,18,"… o resultado de uma conferência nacional sobre o programa do PT (então em finalização) e que deveria servir de base para a elaboração da plataforma eleitoral da campanha … a receita …","https://periodicos.uem.br/ojs/index.php/EspacoAcademico/article/download/54217/751375150203","https://scholar.google.com/scholar?q=related:v3XEPOmgnHsJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
3,"PR Carvalho","Conexão informacional entre as campanhas eleitorais: análise de estratégias e postagens no Facebook",2020,"","ridi.ibict.br","http://ridi.ibict.br/handle/123456789/1055","https://scholar.google.com/scholar?cites=10150561895546179181&as_sdt=2005&sciodt=2007&hl=en",417,"2022-11-14 12:38:01","","","","",,,,,3,1.50,3,1,2,"… visando a disponibilização dos resultados brutos de pesquisa … no modelo de financiamento de campanha eleitoral, assim … contexto político eleitoral, em que cada vez mais os eleitores …","https://repositorio.ibict.br/bitstream/123456789/1055/3/Disserta%C3%A7%C3%A3o_Priscila_RC-13-04-2020-doc%20%282%29.pdf","https://scholar.google.com/scholar?q=related:bU6llkMK3owJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
4,"PR Cunha, NA de Mello-Théry","Financiamento privado de campanha eleitoral: o agronegócio bancando a queda do Código Florestal Brasileiro de 1965",2017,"Guaju","revistas.ufpr.br","https://revistas.ufpr.br/guaju/article/view/56294","https://scholar.google.com/scholar?cites=4793958956670122894&as_sdt=2005&sciodt=2007&hl=en",185,"2022-11-14 12:38:01","","","","",,,,,4,0.80,2,2,5,"… , o financiamento privado de campanhas eleitorais era uma das formas de mobilização política dos … resultado de um conflituoso processo político-legislativo, que envolveu a interação …","https://revistas.ufpr.br/guaju/article/download/56294/34302","https://scholar.google.com/scholar?q=related:jvsfiEWQh0IJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
5,"PR DE ALMEIDA","Dois anos de “Carta ao Povo Brasileiro”–De volta a um documento de ruptura",2004,"","scholar.archive.org","https://scholar.archive.org/work/225um6n4drfq7frgjupq7ubsz4/access/wayback/http://www.periodicos.uem.br/ojs/index.php/EspacoAcademico/article/download/54217/751375150203","https://scholar.google.com/scholar?cites=13495289289259770440&as_sdt=2005&sciodt=2007&hl=en",923,"2022-11-14 12:38:01","PDF","","","",,,,,5,0.28,5,1,18,"… o resultado de uma conferência nacional sobre o programa do PT (então em finalização) e que deveria servir de base para a elaboração da plataforma eleitoral da campanha … a receita …","https://scholar.archive.org/work/225um6n4drfq7frgjupq7ubsz4/access/wayback/http://www.periodicos.uem.br/ojs/index.php/EspacoAcademico/article/download/54217/751375150203","https://scholar.google.com/scholar?q=related:SGJ2gxvmSLsJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"PR de Almeida","Carta Aberta ao Próximo Presidente:(qualquer que seja ele)",2002,"Revista Espaço Acadêmico","periodicos.uem.br","https://periodicos.uem.br/ojs/index.php/EspacoAcademico/article/download/35916/751375139013","",952,"2022-11-14 12:38:01","PDF","","","",,,,,0,0.00,0,1,20,"… de 2002, quando a campanha eleitoral ainda está longe de … empossado acreditar que tal receita deve ser seguida à … constitucionalmente (com os resultados que todos conhecemos). …","https://periodicos.uem.br/ojs/index.php/EspacoAcademico/article/download/35916/751375139013","https://scholar.google.com/scholar?q=related:YIjC32uaFNcJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
3,"PS Astorino","Consequências das conexões políticas para as empresas de capital aberto no Brasil: desempenho e acesso a crédito do BNDES",2015,"","teses.usp.br","https://www.teses.usp.br/teses/disponiveis/12/12136/tde-11112015-134451/en.php","https://scholar.google.com/scholar?cites=7447286789660643738&as_sdt=2005&sciodt=2007&hl=en",461,"2022-11-14 12:38:01","","","","",,,,,3,0.43,3,1,7,"… doações para a campanha eleitoral de algum partido político. … resultados das pesquisas que buscam verificar se as doações a … As atividades do governo influenciam na receita e nas …","https://www.teses.usp.br/teses/disponiveis/12/12136/tde-11112015-134451/publico/PaulaSanchez_Corrigida.pdf","https://scholar.google.com/scholar?q=related:mpEutuATWmcJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
53,"PT Pereira","Portugal: Dívida Pública eo Défice Democrático",2016,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=M9YkDAAAQBAJ&oi=fnd&pg=PT8&dq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&ots=zqnnUDDFyl&sig=eMSCZ7jV8SfROa8Ig7Hj-Geduz0","https://scholar.google.com/scholar?cites=9283228800484994706&as_sdt=2005&sciodt=2007&hl=en",885,"2022-11-14 12:38:01","BOOK","","","",,,,,53,8.83,53,1,6,"… a situação actual é o resultado de uma cultura e uma prática … e outras receitas públicas não foram para financiar bens e … Democrata) fez campanha eleitoral anunciando descidas de …","","https://scholar.google.com/scholar?q=related:km6VzWin1IAJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"PU de Carvalho Castelar, FD de Oliveira Mayorga","Título: A Geografia do Voto no Brasil nas Eleições Municipais de 2008: Uma Análise Com Efeito Threshold.",,"ipea.gov.br","","https://www.ipea.gov.br/code2011/chamada2011/pdf/area10/area10-artigo10.pdf","",125,"2022-11-14 12:38:01","PDF","","","",,,,,0,0.00,0,2,,"… Os resultados mostram uma relação positiva entre gastos com campanha e sucesso eleitoral … Além do poder econômico, quantificado pela receita declarada pelo candidato no Tribunal …","https://www.ipea.gov.br/code2011/chamada2011/pdf/area10/area10-artigo10.pdf","https://scholar.google.com/scholar?q=related:qgdFXPTRSfsJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"PU de Carvalho Castelara, VB Monteirob, PMJ Netoc","Reeleição Municipal e Performance como Prefeito: Educação e Saúde como Determinantes do Sucesso Eleitoral",,"researchgate.net","","https://www.researchgate.net/profile/Vitor-Monteiro-15/publication/341059130_Reeleicao_Municipal_e_Performance_como_Prefeito_Educacao_e_Saude_como_Determinantes_do_Sucesso_Eleitoral/links/61425db87d081355ccef04d3/Reeleicao-Municipal-e-Performance-como-Prefeito-Educacao-e-Saude-como-Determinantes-do-Sucesso-Eleitoral.pdf","",386,"2022-11-14 12:38:01","PDF","","","",,,,,0,0.00,0,3,,"… aos eleitores, elevando seus gastos de campanha, o próprio … a probabilidade aumenta quando a receita do município está … Os resultados indicam que os políticos tendem a aumentar …","https://www.researchgate.net/profile/Vitor-Monteiro-15/publication/341059130_Reeleicao_Municipal_e_Performance_como_Prefeito_Educacao_e_Saude_como_Determinantes_do_Sucesso_Eleitoral/links/61425db87d081355ccef04d3/Reeleicao-Municipal-e-Performance-como-Prefeito-Educacao-e-Saude-como-Determinantes-do-Sucesso-Eleitoral.pdf","https://scholar.google.com/scholar?q=related:B9J2L1pwhuEJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
6,"PYG Cruz, PHN Parente","Desempenho e conexão política no Brasil: uma análise a partir das eleições de 2014",2018,"Navus: Revista de Gestão e …","dialnet.unirioja.es","https://dialnet.unirioja.es/servlet/articulo?codigo=6570268","https://scholar.google.com/scholar?cites=12618156082959126644&as_sdt=2005&sciodt=2007&hl=en",214,"2022-11-14 12:38:01","","","","",,,,,6,1.50,3,2,4,"… eleitorais brasileiros, que permitem doações de campanha, … Os resultados mostram que as doações de campanha das 20 … das doações em relação à Receita Operacional e ao Ativo …","https://dialnet.unirioja.es/descarga/articulo/6570268.pdf","https://scholar.google.com/scholar?q=related:dJA2hRqyHK8J:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"R Arraes, O Amorim Neto, A Simonassi","Los Gastos de Campaña y el Éxito Electoral en las Elecciones Legislativas Brasileñas",2017,"Dados","SciELO Brasil","","",367,"2022-11-14 12:38:01","CITATION","","","",,,,,0,0.00,0,3,5,"","","https://scholar.google.com/scholar?q=related:Cf-LQHSq6rQJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
8,"R Arraes, O Amorim, A Simonassi","Despesas de campanha e sucesso eleitoral nos pleitos legislativos brasileiros",2017,"Dados","SciELO Brasil","https://www.scielo.br/j/dados/a/NyKs7XQxzSbmnfsG5sxCGxx/?format=html&lang=pt","https://scholar.google.com/scholar?cites=17586409846883683385&as_sdt=2005&sciodt=2007&hl=en",40,"2022-11-14 12:38:01","HTML","","","",,,,,8,1.60,3,3,5,"… os resultados, cabe destacar que gastos de campanha são … às despesas e receitas de campanha, à reeleição de … etária dos eleitores e aos gastos realizados pelo partido nas eleições …","https://www.scielo.br/j/dados/a/NyKs7XQxzSbmnfsG5sxCGxx/?format=html&lang=pt","https://scholar.google.com/scholar?q=related:OQzvNZR6D_QJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"R Arraes, OA Neto, A Simonassi","Campaign Expenses and Candidate Success in Brazilian Legislative Elections",2017,"DADOS: Revista de …","search.proquest.com","https://search.proquest.com/openview/b41005d3b0abe95687c22c5bd62bfa49/1?pq-origsite=gscholar&cbl=2029257","",263,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,3,5,"… Os determinantes dos resultados eleitorais são também … os resultados, cabe destacar que gastos de campanha são … relacionadas às despesas e receitas de campanha, à reeleição de …","","https://scholar.google.com/scholar?q=related:N0vCGiK1dpYJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
6,"R Arrais","Entre a esquerda ea direita: uma reflexão política",2021,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=HHGiDwAAQBAJ&oi=fnd&pg=PT7&dq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&ots=0CG_IY7QIn&sig=nBzERxupqPMOhqZWEgtUhwA-HBI","https://scholar.google.com/scholar?cites=18276777567444244802&as_sdt=2005&sciodt=2007&hl=en",699,"2022-11-14 12:38:01","BOOK","","","",,,,,6,6.00,6,1,1,"… seus lucros e doações de campanha exatamente após o … focarse em propostas e resultados reais. Da mesma forma uma … dito, o mais próximo de uma receita conservadora para nos …","","https://scholar.google.com/scholar?q=related:QplX8lwopP0J:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
4,"R Carvalho","O governo Lula ea mídia impressa: estudo sobre a construção de um pensamento hegemônico",2016,"","sapientia.pucsp.br","https://sapientia.pucsp.br/bitstream/handle/3708/1/Rodrigo%20Carvalho.pdf","https://scholar.google.com/scholar?cites=2472729071856762708&as_sdt=2005&sciodt=2007&hl=en",794,"2022-11-14 12:38:01","PDF","","","",,,,,4,0.67,4,1,6,"… democracia liberal que são as eleições e seus resultados. … E os modelos de financiamento de campanha, hoje … política concerne ao financiamento de campanhas eleitorais. …","https://sapientia.pucsp.br/bitstream/handle/3708/1/Rodrigo%20Carvalho.pdf","https://scholar.google.com/scholar?q=related:VL_NYf3lUCIJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
